,pos,neg,sum,pos_pct
ABHV,1.0,,1.0,1.0
ABHX,,2.0,2.0,
ABHY,18.0,3.0,21.0,0.8571428571428571
ABHZ,3.0,1.0,4.0,0.75
ABI,4.0,,4.0,1.0
ABIA,,1.0,1.0,
ABIC,1.0,,1.0,1.0
ABID,1.0,,1.0,1.0
ABIE,25.0,4.0,29.0,0.8620689655172413
ABIF,,2.0,2.0,
ABIG,,2.0,2.0,
ABIH,1.0,,1.0,1.0
ABII,3.0,,3.0,1.0
ABIJ,1.0,,1.0,1.0
ABIK,5.0,,5.0,1.0
ABIM,1.0,5.0,6.0,0.16666666666666666
ABIN,4.0,2.0,6.0,0.6666666666666666
ABIO,1.0,,1.0,1.0
ABIQ,1.0,,1.0,1.0
ABIR,,2.0,2.0,
ABIT,1.0,,1.0,1.0
ABIV,4.0,,4.0,1.0
ABIY,2.0,1.0,3.0,0.6666666666666666
ABIZ,6.0,2.0,8.0,0.75
ABJ,9.0,2.0,11.0,0.8181818181818182
ABJA,1.0,,1.0,1.0
ABJB,2.0,,2.0,1.0
ABJD,2.0,1.0,3.0,0.6666666666666666
ABJE,1.0,,1.0,1.0
ABJF,1.0,,1.0,1.0
ABJG,3.0,,3.0,1.0
ABJH,,2.0,2.0,
ABJI,4.0,3.0,7.0,0.5714285714285714
ABJK,1.0,,1.0,1.0
ABJL,,1.0,1.0,
ABJN,1.0,,1.0,1.0
ABJO,12.0,2.0,14.0,0.8571428571428571
ABJQ,5.0,,5.0,1.0
ABJR,6.0,,6.0,1.0
ABJS,3.0,,3.0,1.0
ABJT,,1.0,1.0,
ABJU,2.0,,2.0,1.0
ABJY,1.0,,1.0,1.0
ABK,3.0,1.0,4.0,0.75
ABKB,4.0,2.0,6.0,0.6666666666666666
ABKE,1.0,,1.0,1.0
ABKF,2.0,2.0,4.0,0.5
ABKG,3.0,,3.0,1.0
ABKH,2.0,,2.0,1.0
ABKI,5.0,,5.0,1.0
ABKJ,4.0,,4.0,1.0
ABKK,,2.0,2.0,
ABKL,1.0,,1.0,1.0
ABKM,1.0,,1.0,1.0
ABKN,1.0,,1.0,1.0
ABKO,5.0,1.0,6.0,0.8333333333333334
ABKP,4.0,3.0,7.0,0.5714285714285714
ABKQ,10.0,5.0,15.0,0.6666666666666666
ABKR,4.0,,4.0,1.0
ABKS,4.0,,4.0,1.0
ABKU,10.0,3.0,13.0,0.7692307692307693
ABKV,2.0,2.0,4.0,0.5
ABKW,1.0,1.0,2.0,0.5
ABKX,3.0,1.0,4.0,0.75
ABKY,3.0,,3.0,1.0
ABKZ,1.0,,1.0,1.0
ABL,1.0,,1.0,1.0
ABLB,1.0,,1.0,1.0
ABLC,3.0,3.0,6.0,0.5
ABLD,3.0,,3.0,1.0
ABLE,3.0,,3.0,1.0
ABLF,2.0,,2.0,1.0
ABLG,5.0,,5.0,1.0
ABLH,2.0,,2.0,1.0
ABLI,2.0,,2.0,1.0
ABLJ,1.0,,1.0,1.0
ABLK,2.0,,2.0,1.0
ABLL,4.0,,4.0,1.0
ABLO,14.0,5.0,19.0,0.7368421052631579
ABLP,2.0,,2.0,1.0
ABLQ,,3.0,3.0,
ABLS,2.0,,2.0,1.0
ABLT,1.0,,1.0,1.0
ABLU,1.0,,1.0,1.0
ABLV,2.0,1.0,3.0,0.6666666666666666
ABLX,2.0,,2.0,1.0
ABLY,11.0,3.0,14.0,0.7857142857142857
ABM,5.0,5.0,10.0,0.5
ABMA,1.0,,1.0,1.0
ABMB,1.0,,1.0,1.0
ABMC,5.0,2.0,7.0,0.7142857142857143
ABMD,1.0,,1.0,1.0
ABME,,8.0,8.0,
ABMF,5.0,2.0,7.0,0.7142857142857143
ABMG,1.0,,1.0,1.0
ABMH,5.0,1.0,6.0,0.8333333333333334
ABMI,1.0,,1.0,1.0
ABMJ,1.0,,1.0,1.0
ABMK,,1.0,1.0,
ABMM,1.0,,1.0,1.0
ABMN,1.0,,1.0,1.0
ABMO,2.0,,2.0,1.0
ABMP,1.0,,1.0,1.0
ABMQ,1.0,1.0,2.0,0.5
ABMR,1.0,,1.0,1.0
ABMS,1.0,1.0,2.0,0.5
ABMT,4.0,,4.0,1.0
ABMV,7.0,7.0,14.0,0.5
ABMX,7.0,,7.0,1.0
ABN,27.0,3.0,30.0,0.9
ABNA,1.0,1.0,2.0,0.5
ABNB,1.0,,1.0,1.0
ABNE,1.0,,1.0,1.0
ABNF,1.0,,1.0,1.0
ABNG,6.0,2.0,8.0,0.75
ABNH,6.0,2.0,8.0,0.75
ABNI,2.0,2.0,4.0,0.5
ABNJ,1.0,,1.0,1.0
ABNK,1.0,1.0,2.0,0.5
ABNL,3.0,,3.0,1.0
ABNN,1.0,,1.0,1.0
ABNR,59.0,25.0,84.0,0.7023809523809523
ABNV,3.0,2.0,5.0,0.6
ABNW,1.0,,1.0,1.0
ABNY,14.0,,14.0,1.0
ABNZ,3.0,,3.0,1.0
ABO,4.0,1.0,5.0,0.8
ABOB,,1.0,1.0,
ABOC,1.0,3.0,4.0,0.25
ABOD,2.0,,2.0,1.0
ABOE,1.0,,1.0,1.0
ABOF,135.0,69.0,204.0,0.6617647058823529
ABOG,2.0,,2.0,1.0
ABOJ,2.0,,2.0,1.0
ABOK,,1.0,1.0,
ABOL,1.0,,1.0,1.0
ABOM,4.0,3.0,7.0,0.5714285714285714
ABON,1.0,1.0,2.0,0.5
ABOO,2.0,,2.0,1.0
ABOP,3.0,1.0,4.0,0.75
ABOQ,11.0,3.0,14.0,0.7857142857142857
ABOS,2.0,,2.0,1.0
ABOT,9.0,1.0,10.0,0.9
ABOU,48.0,20.0,68.0,0.7058823529411765
ABOV,13.0,10.0,23.0,0.5652173913043478
ABOX,5.0,,5.0,1.0
ABOY,8.0,6.0,14.0,0.5714285714285714
ABP,1.0,,1.0,1.0
ABPA,3.0,,3.0,1.0
ABPB,1.0,,1.0,1.0
ABPC,2.0,,2.0,1.0
ABPE,7.0,3.0,10.0,0.7
ABPF,2.0,,2.0,1.0
ABPG,1.0,,1.0,1.0
ABPH,38.0,10.0,48.0,0.7916666666666666
ABPI,2.0,,2.0,1.0
ABPL,1.0,,1.0,1.0
ABPM,31.0,10.0,41.0,0.7560975609756098
ABPO,1.0,,1.0,1.0
ABPP,3.0,,3.0,1.0
ABPQ,3.0,,3.0,1.0
ABPR,6.0,2.0,8.0,0.75
ABPT,2.0,,2.0,1.0
ABPU,15.0,4.0,19.0,0.7894736842105263
ABPW,1.0,,1.0,1.0
ABPY,1.0,1.0,2.0,0.5
ABPZ,1.0,,1.0,1.0
ABQ,1.0,1.0,2.0,0.5
ABQA,1.0,,1.0,1.0
ABQB,1.0,,1.0,1.0
ABQC,1.0,,1.0,1.0
ABQD,21.0,8.0,29.0,0.7241379310344828
ABQE,2.0,2.0,4.0,0.5
ABQF,2.0,1.0,3.0,0.6666666666666666
ABQG,4.0,,4.0,1.0
ABQH,1.0,,1.0,1.0
ABQJ,2.0,1.0,3.0,0.6666666666666666
ABQL,1.0,,1.0,1.0
ABQM,2.0,,2.0,1.0
ABQN,2.0,2.0,4.0,0.5
ABQQ,1.0,,1.0,1.0
ABQR,2.0,1.0,3.0,0.6666666666666666
ABQS,1.0,,1.0,1.0
ABQV,1.0,,1.0,1.0
ABQW,10.0,2.0,12.0,0.8333333333333334
ABQY,2.0,,2.0,1.0
ABQZ,1.0,,1.0,1.0
ABR,2.0,,2.0,1.0
ABRB,1.0,1.0,2.0,0.5
ABRC,1.0,,1.0,1.0
ABRD,1.0,3.0,4.0,0.25
ABRE,1.0,,1.0,1.0
ABRF,1.0,,1.0,1.0
ABRG,2.0,,2.0,1.0
ABRH,1.0,,1.0,1.0
ABRI,1.0,,1.0,1.0
ABRK,1.0,,1.0,1.0
ABRL,,1.0,1.0,
ABRM,1.0,1.0,2.0,0.5
ABRO,2.0,,2.0,1.0
ABRP,3.0,,3.0,1.0
ABRQ,2.0,,2.0,1.0
ABRR,,1.0,1.0,
ABRT,,1.0,1.0,
ABRV,,1.0,1.0,
ABRW,,1.0,1.0,
ABRY,1.0,,1.0,1.0
ABRZ,3.0,,3.0,1.0
ABS,10.0,5.0,15.0,0.6666666666666666
ABSA,3.0,,3.0,1.0
ABSB,15.0,,15.0,1.0
ABSC,3.0,1.0,4.0,0.75
ABSD,1.0,,1.0,1.0
ABSF,1.0,1.0,2.0,0.5
ABSG,6.0,3.0,9.0,0.6666666666666666
ABSI,3.0,,3.0,1.0
ABSJ,2.0,1.0,3.0,0.6666666666666666
ABSK,,1.0,1.0,
ABSL,1.0,,1.0,1.0
ABSM,1.0,,1.0,1.0
ABSN,1.0,,1.0,1.0
ABSP,1.0,,1.0,1.0
ABSQ,1.0,,1.0,1.0
ABSR,1.0,1.0,2.0,0.5
ABSS,3.0,,3.0,1.0
ABST,1.0,,1.0,1.0
ABSU,1.0,,1.0,1.0
ABSW,1.0,,1.0,1.0
ABSX,1.0,,1.0,1.0
ABSY,11.0,2.0,13.0,0.8461538461538461
ABSZ,1.0,,1.0,1.0
ABT,8.0,1.0,9.0,0.8888888888888888
ABTA,2.0,,2.0,1.0
ABTB,1.0,,1.0,1.0
ABTC,4.0,,4.0,1.0
ABTD,2.0,,2.0,1.0
ABTF,,1.0,1.0,
ABTG,1.0,,1.0,1.0
ABTH,1.0,,1.0,1.0
ABTI,1.0,2.0,3.0,0.3333333333333333
ABTK,3.0,1.0,4.0,0.75
ABTL,4.0,3.0,7.0,0.5714285714285714
ABTQ,4.0,,4.0,1.0
ABTR,3.0,1.0,4.0,0.75
ABTS,6.0,1.0,7.0,0.8571428571428571
ABTU,1.0,2.0,3.0,0.3333333333333333
ABTV,2.0,,2.0,1.0
ABTW,3.0,1.0,4.0,0.75
ABTX,1.0,,1.0,1.0
ABTZ,5.0,,5.0,1.0
ABU,1.0,,1.0,1.0
ABUA,49.0,26.0,75.0,0.6533333333333333
ABUB,3.0,2.0,5.0,0.6
ABUC,1.0,,1.0,1.0
ABUD,1.0,1.0,2.0,0.5
ABUE,32.0,12.0,44.0,0.7272727272727273
ABUF,2.0,,2.0,1.0
ABUG,7.0,1.0,8.0,0.875
ABUH,1.0,,1.0,1.0
ABUI,2.0,,2.0,1.0
ABUJ,2.0,3.0,5.0,0.4
ABUL,1.0,,1.0,1.0
ABUM,2.0,,2.0,1.0
ABUN,4.0,1.0,5.0,0.8
ABUO,,1.0,1.0,
ABUQ,1.0,,1.0,1.0
ABUS,2.0,1.0,3.0,0.6666666666666666
ABUT,,1.0,1.0,
ABUU,26.0,9.0,35.0,0.7428571428571429
ABUV,1.0,,1.0,1.0
ABUW,2.0,,2.0,1.0
ABUY,9.0,2.0,11.0,0.8181818181818182
ABUZ,9.0,2.0,11.0,0.8181818181818182
ABV,14.0,6.0,20.0,0.7
ABVA,,1.0,1.0,
ABVB,2.0,,2.0,1.0
ABVD,2.0,,2.0,1.0
ABVE,,1.0,1.0,
ABVG,4.0,,4.0,1.0
ABVH,1.0,,1.0,1.0
ABVK,8.0,3.0,11.0,0.7272727272727273
ABVL,7.0,2.0,9.0,0.7777777777777778
ABVM,1.0,1.0,2.0,0.5
ABVN,2.0,,2.0,1.0
ABVO,1.0,,1.0,1.0
ABVP,1.0,,1.0,1.0
ABVQ,1.0,,1.0,1.0
ABVR,1.0,,1.0,1.0
ABVS,1.0,,1.0,1.0
ABVU,1.0,,1.0,1.0
ABVW,1.0,1.0,2.0,0.5
ABVX,1.0,1.0,2.0,0.5
ABVZ,4.0,1.0,5.0,0.8
ABW,6.0,3.0,9.0,0.6666666666666666
ABWA,1.0,,1.0,1.0
ABWC,,1.0,1.0,
ABWD,1.0,,1.0,1.0
ABWE,1.0,,1.0,1.0
ABWG,1.0,,1.0,1.0
ABWH,2.0,,2.0,1.0
ABWK,,1.0,1.0,
ABWM,2.0,,2.0,1.0
ABWN,1.0,,1.0,1.0
ABWO,1.0,,1.0,1.0
ABWQ,1.0,,1.0,1.0
ABWR,1.0,,1.0,1.0
ABWS,8.0,,8.0,1.0
ABWT,4.0,,4.0,1.0
ABWV,1.0,,1.0,1.0
ABWX,15.0,6.0,21.0,0.7142857142857143
ABX,3.0,,3.0,1.0
ABXA,1.0,,1.0,1.0
ABXC,1.0,,1.0,1.0
ABXE,2.0,2.0,4.0,0.5
ABXF,2.0,1.0,3.0,0.6666666666666666
ABXH,1.0,,1.0,1.0
ABXI,4.0,,4.0,1.0
ABXJ,1.0,,1.0,1.0
ABXL,6.0,5.0,11.0,0.5454545454545454
ABXM,3.0,,3.0,1.0
ABXN,2.0,,2.0,1.0
ABXO,1.0,,1.0,1.0
ABXS,1.0,,1.0,1.0
ABXU,1.0,,1.0,1.0
ABXW,,3.0,3.0,
ABXX,1.0,,1.0,1.0
ABXY,15.0,1.0,16.0,0.9375
ABXZ,2.0,,2.0,1.0
ABY,2.0,3.0,5.0,0.4
ABYA,2.0,1.0,3.0,0.6666666666666666
ABYB,1.0,,1.0,1.0
ABYC,4.0,1.0,5.0,0.8
ABYE,1.0,,1.0,1.0
ABYF,1.0,,1.0,1.0
ABYH,1.0,2.0,3.0,0.3333333333333333
ABYI,4.0,,4.0,1.0
ABYJ,1.0,,1.0,1.0
ABYK,3.0,1.0,4.0,0.75
ABYM,1.0,,1.0,1.0
ABYO,3.0,1.0,4.0,0.75
ABYP,1.0,1.0,2.0,0.5
ABYQ,1.0,,1.0,1.0
ABYR,1.0,2.0,3.0,0.3333333333333333
ABYS,1.0,,1.0,1.0
ABYT,1.0,,1.0,1.0
ABYU,2.0,,2.0,1.0
ABYV,,2.0,2.0,
ABYW,,1.0,1.0,
ABYX,4.0,1.0,5.0,0.8
ABYY,,1.0,1.0,
ABYZ,7.0,5.0,12.0,0.5833333333333334
ABZ,1.0,1.0,2.0,0.5
ABZA,1.0,,1.0,1.0
ABZC,1.0,,1.0,1.0
ABZG,1.0,,1.0,1.0
ABZH,28.0,8.0,36.0,0.7777777777777778
ABZI,1.0,,1.0,1.0
ABZJ,1.0,,1.0,1.0
ABZK,2.0,,2.0,1.0
ABZM,2.0,,2.0,1.0
ABZO,1.0,,1.0,1.0
ABZP,1.0,,1.0,1.0
ABZQ,2.0,,2.0,1.0
ABZR,3.0,1.0,4.0,0.75
ABZS,2.0,,2.0,1.0
ABZT,41.0,18.0,59.0,0.6949152542372882
ABZU,3.0,,3.0,1.0
ABZV,1.0,,1.0,1.0
ABZW,1.0,,1.0,1.0
ABZY,2.0,1.0,3.0,0.6666666666666666
AC,5.0,1.0,6.0,0.8333333333333334
ACA,6.0,6.0,12.0,0.5
ACAA,1.0,,1.0,1.0
ACAB,12.0,4.0,16.0,0.75
ACAC,1.0,,1.0,1.0
ACAE,1.0,,1.0,1.0
ACAG,2.0,,2.0,1.0
ACAH,,3.0,3.0,
ACAI,1.0,,1.0,1.0
ACAJ,8.0,5.0,13.0,0.6153846153846154
ACAK,1.0,,1.0,1.0
ACAL,2.0,1.0,3.0,0.6666666666666666
ACAN,2.0,,2.0,1.0
ACAO,1.0,,1.0,1.0
ACAP,7.0,1.0,8.0,0.875
ACAQ,1.0,,1.0,1.0
ACAR,1.0,,1.0,1.0
ACAS,2.0,,2.0,1.0
ACAT,,1.0,1.0,
ACAU,1.0,,1.0,1.0
ACAV,1.0,,1.0,1.0
ACAW,2.0,,2.0,1.0
ACAY,,2.0,2.0,
ACB,11.0,2.0,13.0,0.8461538461538461
ACBA,1.0,,1.0,1.0
ACBB,37.0,10.0,47.0,0.7872340425531915
ACBD,1.0,5.0,6.0,0.16666666666666666
ACBE,38.0,6.0,44.0,0.8636363636363636
ACBH,1.0,,1.0,1.0
ACBI,1.0,,1.0,1.0
ACBJ,2.0,1.0,3.0,0.6666666666666666
ACBK,7.0,1.0,8.0,0.875
ACBM,1.0,,1.0,1.0
ACBN,1.0,,1.0,1.0
ACBO,1.0,,1.0,1.0
ACBP,11.0,5.0,16.0,0.6875
ACBQ,1.0,,1.0,1.0
ACBT,2.0,,2.0,1.0
ACBU,2.0,,2.0,1.0
ACBV,3.0,,3.0,1.0
ACBW,2.0,,2.0,1.0
ACBX,10.0,1.0,11.0,0.9090909090909091
ACC,8.0,2.0,10.0,0.8
ACCA,1.0,,1.0,1.0
ACCB,4.0,3.0,7.0,0.5714285714285714
ACCC,3.0,,3.0,1.0
ACCD,2.0,1.0,3.0,0.6666666666666666
ACCE,,1.0,1.0,
ACCF,2.0,1.0,3.0,0.6666666666666666
ACCH,1.0,,1.0,1.0
ACCJ,4.0,,4.0,1.0
ACCK,12.0,6.0,18.0,0.6666666666666666
ACCL,1.0,,1.0,1.0
ACCN,1.0,,1.0,1.0
ACCP,1.0,1.0,2.0,0.5
ACCR,10.0,1.0,11.0,0.9090909090909091
ACCS,,1.0,1.0,
ACCT,3.0,,3.0,1.0
ACCU,1.0,,1.0,1.0
ACCV,10.0,,10.0,1.0
ACCW,3.0,,3.0,1.0
ACCX,13.0,7.0,20.0,0.65
ACCY,5.0,1.0,6.0,0.8333333333333334
ACD,22.0,7.0,29.0,0.7586206896551724
ACDB,3.0,,3.0,1.0
ACDC,1.0,1.0,2.0,0.5
ACDE,1.0,1.0,2.0,0.5
ACDF,1.0,2.0,3.0,0.3333333333333333
ACDG,3.0,1.0,4.0,0.75
ACDI,2.0,,2.0,1.0
ACDJ,7.0,1.0,8.0,0.875
ACDK,1.0,,1.0,1.0
ACDL,3.0,,3.0,1.0
ACDN,2.0,1.0,3.0,0.6666666666666666
ACDP,2.0,,2.0,1.0
ACDQ,1.0,,1.0,1.0
ACDR,,1.0,1.0,
ACDS,8.0,2.0,10.0,0.8
ACDT,2.0,,2.0,1.0
ACDU,1.0,,1.0,1.0
ACDV,1.0,,1.0,1.0
ACDX,1.0,,1.0,1.0
ACDY,3.0,1.0,4.0,0.75
ACE,7.0,3.0,10.0,0.7
ACEA,5.0,,5.0,1.0
ACEB,3.0,1.0,4.0,0.75
ACEC,3.0,,3.0,1.0
ACED,1.0,,1.0,1.0
ACEF,1.0,,1.0,1.0
ACEH,2.0,2.0,4.0,0.5
ACEI,1.0,,1.0,1.0
ACEJ,10.0,2.0,12.0,0.8333333333333334
ACEK,2.0,,2.0,1.0
ACEL,18.0,6.0,24.0,0.75
ACEM,3.0,,3.0,1.0
ACEO,2.0,,2.0,1.0
ACEP,1.0,,1.0,1.0
ACEQ,1.0,,1.0,1.0
ACET,1.0,2.0,3.0,0.3333333333333333
ACEU,1.0,,1.0,1.0
ACEV,1.0,,1.0,1.0
ACEW,21.0,1.0,22.0,0.9545454545454546
ACEX,2.0,,2.0,1.0
ACEY,1.0,,1.0,1.0
ACEZ,2.0,2.0,4.0,0.5
ACF,9.0,1.0,10.0,0.9
ACFA,1.0,1.0,2.0,0.5
ACFB,7.0,2.0,9.0,0.7777777777777778
ACFC,24.0,14.0,38.0,0.631578947368421
ACFD,3.0,1.0,4.0,0.75
ACFE,1.0,,1.0,1.0
ACFF,1.0,,1.0,1.0
ACFG,4.0,,4.0,1.0
ACFJ,6.0,,6.0,1.0
ACFK,3.0,,3.0,1.0
ACFN,2.0,1.0,3.0,0.6666666666666666
ACFO,1.0,,1.0,1.0
ACFQ,1.0,,1.0,1.0
ACFS,1.0,1.0,2.0,0.5
ACFU,2.0,,2.0,1.0
ACFW,1.0,,1.0,1.0
ACFX,1.0,,1.0,1.0
ACFY,13.0,1.0,14.0,0.9285714285714286
ACFZ,6.0,1.0,7.0,0.8571428571428571
ACG,4.0,4.0,8.0,0.5
ACGC,4.0,,4.0,1.0
ACGE,2.0,,2.0,1.0
ACGF,3.0,2.0,5.0,0.6
ACGG,5.0,1.0,6.0,0.8333333333333334
ACGH,8.0,,8.0,1.0
ACGJ,1.0,,1.0,1.0
ACGK,1.0,4.0,5.0,0.2
ACGL,2.0,,2.0,1.0
ACGM,,1.0,1.0,
ACGN,79.0,19.0,98.0,0.8061224489795918
ACGO,3.0,,3.0,1.0
ACGP,4.0,1.0,5.0,0.8
ACGR,2.0,,2.0,1.0
ACGT,1.0,3.0,4.0,0.25
ACGU,2.0,,2.0,1.0
ACGV,,1.0,1.0,
ACGW,1.0,,1.0,1.0
ACGX,5.0,,5.0,1.0
ACGY,,1.0,1.0,
ACGZ,1.0,,1.0,1.0
ACHA,2.0,6.0,8.0,0.25
ACHB,1.0,,1.0,1.0
ACHC,3.0,1.0,4.0,0.75
ACHF,2.0,,2.0,1.0
ACHH,14.0,6.0,20.0,0.7
ACHI,,1.0,1.0,
ACHJ,97.0,40.0,137.0,0.708029197080292
ACHK,1.0,1.0,2.0,0.5
ACHM,1.0,1.0,2.0,0.5
ACHO,1.0,1.0,2.0,0.5
ACHR,2.0,,2.0,1.0
ACHS,1.0,,1.0,1.0
ACHT,2.0,1.0,3.0,0.6666666666666666
ACHU,4.0,,4.0,1.0
ACHV,1.0,1.0,2.0,0.5
ACHW,3.0,1.0,4.0,0.75
ACHY,18.0,9.0,27.0,0.6666666666666666
ACI,19.0,6.0,25.0,0.76
ACIA,3.0,,3.0,1.0
ACIC,2.0,,2.0,1.0
ACID,1.0,1.0,2.0,0.5
ACIE,13.0,5.0,18.0,0.7222222222222222
ACIF,3.0,,3.0,1.0
ACIG,37.0,17.0,54.0,0.6851851851851852
ACIH,62.0,27.0,89.0,0.6966292134831461
ACIJ,1.0,,1.0,1.0
ACIK,4.0,,4.0,1.0
ACIM,,1.0,1.0,
ACIN,2.0,,2.0,1.0
ACIO,2.0,,2.0,1.0
ACIP,1.0,,1.0,1.0
ACIQ,2.0,,2.0,1.0
ACIR,2.0,,2.0,1.0
ACIS,3.0,,3.0,1.0
ACIT,1.0,,1.0,1.0
ACIV,1.0,,1.0,1.0
ACIX,1.0,,1.0,1.0
ACIZ,22.0,10.0,32.0,0.6875
ACJ,14.0,5.0,19.0,0.7368421052631579
ACJA,5.0,2.0,7.0,0.7142857142857143
ACJB,1.0,1.0,2.0,0.5
ACJD,1.0,,1.0,1.0
ACJE,1.0,,1.0,1.0
ACJF,,1.0,1.0,
ACJH,2.0,,2.0,1.0
ACJI,2.0,1.0,3.0,0.6666666666666666
ACJJ,2.0,,2.0,1.0
ACJK,3.0,1.0,4.0,0.75
ACJL,1.0,,1.0,1.0
ACJM,2.0,,2.0,1.0
ACJP,4.0,2.0,6.0,0.6666666666666666
ACJQ,18.0,14.0,32.0,0.5625
ACJS,1.0,,1.0,1.0
ACJU,2.0,1.0,3.0,0.6666666666666666
ACJW,6.0,2.0,8.0,0.75
ACJY,,1.0,1.0,
ACK,7.0,,7.0,1.0
ACKA,8.0,4.0,12.0,0.6666666666666666
ACKB,7.0,1.0,8.0,0.875
ACKC,5.0,,5.0,1.0
ACKD,3.0,,3.0,1.0
ACKE,1.0,1.0,2.0,0.5
ACKG,1.0,,1.0,1.0
ACKH,6.0,1.0,7.0,0.8571428571428571
ACKI,19.0,10.0,29.0,0.6551724137931034
ACKK,1.0,,1.0,1.0
ACKL,1.0,,1.0,1.0
ACKM,4.0,,4.0,1.0
ACKO,5.0,1.0,6.0,0.8333333333333334
ACKQ,6.0,5.0,11.0,0.5454545454545454
ACKR,3.0,2.0,5.0,0.6
ACKT,2.0,,2.0,1.0
ACKU,1.0,,1.0,1.0
ACKV,1.0,,1.0,1.0
ACKW,3.0,,3.0,1.0
ACKX,11.0,3.0,14.0,0.7857142857142857
ACKY,1.0,,1.0,1.0
ACKZ,5.0,,5.0,1.0
ACL,11.0,2.0,13.0,0.8461538461538461
ACLA,1.0,,1.0,1.0
ACLC,1.0,,1.0,1.0
ACLD,1.0,,1.0,1.0
ACLE,,1.0,1.0,
ACLF,4.0,2.0,6.0,0.6666666666666666
ACLG,1.0,3.0,4.0,0.25
ACLH,1.0,,1.0,1.0
ACLI,2.0,1.0,3.0,0.6666666666666666
ACLJ,3.0,,3.0,1.0
ACLL,1.0,2.0,3.0,0.3333333333333333
ACLN,,1.0,1.0,
ACLO,4.0,1.0,5.0,0.8
ACLR,,1.0,1.0,
ACLS,9.0,1.0,10.0,0.9
ACLT,1.0,,1.0,1.0
ACLU,4.0,,4.0,1.0
ACLV,1.0,1.0,2.0,0.5
ACLX,2.0,,2.0,1.0
ACLY,5.0,,5.0,1.0
ACLZ,12.0,1.0,13.0,0.9230769230769231
ACM,15.0,6.0,21.0,0.7142857142857143
ACMA,,1.0,1.0,
ACMB,3.0,2.0,5.0,0.6
ACMC,,1.0,1.0,
ACMD,1.0,,1.0,1.0
ACME,1.0,,1.0,1.0
ACMF,7.0,3.0,10.0,0.7
ACMG,7.0,3.0,10.0,0.7
ACMH,3.0,,3.0,1.0
ACMI,,1.0,1.0,
ACMJ,4.0,3.0,7.0,0.5714285714285714
ACMK,9.0,3.0,12.0,0.75
ACML,1.0,,1.0,1.0
ACMN,2.0,1.0,3.0,0.6666666666666666
ACMQ,,1.0,1.0,
ACMR,6.0,,6.0,1.0
ACMS,3.0,,3.0,1.0
ACMT,1.0,,1.0,1.0
ACMU,1.0,,1.0,1.0
ACMV,8.0,1.0,9.0,0.8888888888888888
ACMW,1.0,,1.0,1.0
ACMY,6.0,1.0,7.0,0.8571428571428571
ACMZ,3.0,1.0,4.0,0.75
ACN,4.0,3.0,7.0,0.5714285714285714
ACNA,8.0,4.0,12.0,0.6666666666666666
ACNB,6.0,1.0,7.0,0.8571428571428571
ACNC,1.0,,1.0,1.0
ACND,8.0,2.0,10.0,0.8
ACNF,1.0,,1.0,1.0
ACNG,1.0,,1.0,1.0
ACNI,8.0,10.0,18.0,0.4444444444444444
ACNJ,3.0,3.0,6.0,0.5
ACNK,1.0,,1.0,1.0
ACNL,1.0,1.0,2.0,0.5
ACNM,4.0,4.0,8.0,0.5
ACNN,2.0,,2.0,1.0
ACNO,17.0,5.0,22.0,0.7727272727272727
ACNP,,1.0,1.0,
ACNQ,4.0,1.0,5.0,0.8
ACNR,6.0,1.0,7.0,0.8571428571428571
ACNS,61.0,12.0,73.0,0.8356164383561644
ACNT,1.0,,1.0,1.0
ACNU,1.0,,1.0,1.0
ACNV,5.0,1.0,6.0,0.8333333333333334
ACNW,4.0,1.0,5.0,0.8
ACNX,1.0,,1.0,1.0
ACNY,8.0,3.0,11.0,0.7272727272727273
ACNZ,1.0,,1.0,1.0
ACO,4.0,2.0,6.0,0.6666666666666666
ACOA,1.0,,1.0,1.0
ACOC,1.0,,1.0,1.0
ACOD,1.0,,1.0,1.0
ACOE,5.0,2.0,7.0,0.7142857142857143
ACOF,,1.0,1.0,
ACOG,,2.0,2.0,
ACOH,,3.0,3.0,
ACOI,12.0,1.0,13.0,0.9230769230769231
ACOJ,4.0,1.0,5.0,0.8
ACOL,1.0,,1.0,1.0
ACOM,2.0,,2.0,1.0
ACON,1.0,,1.0,1.0
ACOO,,1.0,1.0,
ACOP,1.0,,1.0,1.0
ACOQ,2.0,1.0,3.0,0.6666666666666666
ACOR,1.0,,1.0,1.0
ACOS,,1.0,1.0,
ACOT,1.0,,1.0,1.0
ACOU,,1.0,1.0,
ACOV,2.0,,2.0,1.0
ACOW,3.0,1.0,4.0,0.75
ACOX,2.0,,2.0,1.0
ACOY,1.0,2.0,3.0,0.3333333333333333
ACOZ,43.0,20.0,63.0,0.6825396825396826
ACP,4.0,1.0,5.0,0.8
ACPB,1.0,,1.0,1.0
ACPC,2.0,,2.0,1.0
ACPD,1.0,2.0,3.0,0.3333333333333333
ACPE,2.0,,2.0,1.0
ACPF,,1.0,1.0,
ACPG,7.0,5.0,12.0,0.5833333333333334
ACPH,6.0,2.0,8.0,0.75
ACPK,1.0,,1.0,1.0
ACPL,4.0,1.0,5.0,0.8
ACPM,1.0,,1.0,1.0
ACPN,1.0,1.0,2.0,0.5
ACPP,27.0,4.0,31.0,0.8709677419354839
ACPQ,1.0,,1.0,1.0
ACPR,1.0,2.0,3.0,0.3333333333333333
